Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
29.0,1,1,89,6.0,100000.0,1,3,1
35.0,0,3,42,12.0,170000.0,1,1,0
27.0,1,0,105,3.0,50000.0,3,7,0
33.0,0,1,76,9.0,140000.0,4,1,0
30.0,1,2,51,7.0,120000.0,0,2,0
25.0,0,1,76,2.0,55000.0,1,1,0
26.0,1,1,89,5.0,85000.0,2,6,1
29.0,0,2,15,4.0,80000.0,3,8,0
34.0,1,3,42,12.0,170000.0,4,5,0
31.0,1,1,101,9.0,140000.0,4,0,0
24.0,0,0,100,1.0,30000.0,4,9,0
29.0,1,1,32,6.0,95000.0,4,0,0
27.0,0,2,15,4.0,80000.0,3,9,0
33.0,1,3,101,10.0,155000.0,3,7,0
21.0,0,0,105,0.0,25000.0,0,9,0
36.0,1,1,103,11.0,160000.0,0,1,0
25.0,0,1,76,3.0,65000.0,3,1,0
30.0,1,2,51,7.0,120000.0,1,1,0
28.0,0,3,42,6.0,105000.0,2,9,0
26.0,1,1,89,5.0,85000.0,2,9,1
28.0,0,2,76,7.0,110000.0,3,9,0
34.0,1,3,42,12.0,170000.0,1,1,0
31.0,1,1,101,9.0,140000.0,4,0,0
24.0,0,0,100,1.0,30000.0,4,0,0
29.0,1,1,32,6.0,95000.0,4,5,0
27.0,0,2,15,4.0,80000.0,1,1,0
33.0,1,3,101,10.0,155000.0,1,9,0
21.0,0,0,105,0.0,25000.0,3,9,0
36.0,1,1,103,11.0,160000.0,3,1,0
25.0,0,1,76,3.0,65000.0,2,6,0
30.0,1,2,51,7.0,120000.0,0,1,0
28.0,0,3,42,6.0,105000.0,0,2,0
26.0,1,1,89,5.0,85000.0,4,0,1
28.0,0,2,76,7.0,110000.0,0,2,0
34.0,1,3,42,12.0,170000.0,2,4,0
31.0,1,1,101,9.0,140000.0,4,1,0
24.0,0,0,100,1.0,30000.0,1,3,0
29.0,1,1,32,6.0,95000.0,0,1,0
27.0,0,2,15,4.0,80000.0,4,9,0
33.0,1,3,101,10.0,155000.0,1,9,0
21.0,0,0,105,0.0,25000.0,0,9,0
36.0,1,1,103,11.0,160000.0,1,3,0
25.0,0,1,76,3.0,65000.0,4,1,0
30.0,1,2,51,7.0,120000.0,2,9,0
28.0,0,3,42,6.0,105000.0,2,6,0
26.0,1,1,89,5.0,85000.0,1,9,1
28.0,0,2,76,7.0,110000.0,4,1,0
34.0,1,3,42,12.0,170000.0,3,7,0
31.0,1,1,101,9.0,140000.0,0,9,0
24.0,0,0,100,1.0,30000.0,2,6,0
29.0,1,1,32,6.0,95000.0,4,5,0
27.0,0,2,15,4.0,80000.0,1,1,0
33.0,1,3,101,10.0,155000.0,4,0,0
21.0,0,0,105,0.0,25000.0,0,2,0
36.0,1,1,103,11.0,160000.0,1,9,0
25.0,0,1,76,3.0,65000.0,4,9,0
30.0,1,2,51,7.0,120000.0,3,7,0
28.0,0,3,42,6.0,105000.0,4,1,0
26.0,1,1,89,5.0,85000.0,0,9,1
28.0,0,2,76,7.0,110000.0,1,1,0
34.0,1,3,42,12.0,170000.0,2,6,0
31.0,1,1,101,9.0,140000.0,0,9,0
24.0,0,0,100,1.0,30000.0,2,6,0
29.0,1,1,32,6.0,95000.0,2,9,0
27.0,0,2,15,4.0,80000.0,3,7,0
33.0,1,3,101,10.0,155000.0,1,9,0
21.0,0,0,105,0.0,25000.0,2,6,0
36.0,1,1,103,11.0,160000.0,4,0,0
25.0,0,1,76,3.0,65000.0,2,9,0
30.0,1,2,51,7.0,120000.0,2,9,0
28.0,0,3,42,6.0,105000.0,0,1,0
26.0,1,1,89,5.0,85000.0,4,5,1
28.0,0,2,76,7.0,110000.0,4,9,0
34.0,1,3,42,12.0,170000.0,1,1,0
31.0,1,1,101,9.0,140000.0,3,1,0
24.0,0,0,100,1.0,30000.0,2,4,0
29.0,1,1,32,6.0,95000.0,4,0,0
27.0,0,2,15,4.0,80000.0,4,1,0
33.0,1,3,101,10.0,155000.0,2,9,0
21.0,0,0,105,0.0,25000.0,4,0,0
36.0,1,1,103,11.0,160000.0,4,1,0
25.0,0,1,76,3.0,65000.0,1,3,0
30.0,1,2,51,7.0,120000.0,4,9,0
28.0,0,3,42,6.0,105000.0,1,1,0
26.0,1,1,89,5.0,85000.0,3,8,1
28.0,0,2,76,7.0,110000.0,2,4,0
34.0,1,3,42,12.0,170000.0,4,1,0
31.0,1,1,101,9.0,140000.0,2,4,0
24.0,0,0,100,1.0,30000.0,1,1,0
29.0,1,1,32,6.0,95000.0,2,6,0
27.0,0,2,15,4.0,80000.0,1,1,0
33.0,1,3,101,10.0,155000.0,2,4,0
21.0,0,0,105,0.0,25000.0,0,1,0
36.0,1,1,103,11.0,160000.0,1,1,0
25.0,0,1,76,3.0,65000.0,0,1,0
30.0,1,2,51,7.0,120000.0,4,9,0
28.0,0,3,42,6.0,105000.0,0,1,0
26.0,1,1,89,5.0,85000.0,4,5,1
28.0,0,2,76,7.0,110000.0,2,6,0
34.0,1,3,42,12.0,170000.0,1,3,0
31.0,1,1,101,9.0,140000.0,2,6,0
24.0,0,0,100,1.0,30000.0,3,7,0
29.0,1,1,32,6.0,95000.0,0,1,0
27.0,0,2,15,4.0,80000.0,0,1,0
33.0,1,3,101,10.0,155000.0,0,9,0
21.0,0,0,105,0.0,25000.0,0,2,0
36.0,1,1,103,11.0,160000.0,1,3,0
25.0,0,1,76,3.0,65000.0,3,8,0
30.0,1,2,51,7.0,120000.0,2,6,0
28.0,0,3,42,6.0,105000.0,4,5,0
26.0,1,1,89,5.0,85000.0,4,0,1
28.0,0,2,76,7.0,110000.0,3,7,0
34.0,1,3,42,12.0,170000.0,0,1,0
31.0,1,1,101,9.0,140000.0,2,4,0
24.0,0,0,100,1.0,30000.0,0,9,0
29.0,1,1,32,6.0,95000.0,0,2,0
27.0,0,2,15,4.0,80000.0,0,9,0
33.0,1,3,101,10.0,155000.0,4,0,0
21.0,0,0,105,0.0,25000.0,2,4,0
36.0,1,1,103,11.0,160000.0,4,1,0
23.0,1,1,112,1.0,60000.0,2,9,0
39.0,0,2,76,12.0,150000.0,1,1,0
28.0,1,1,50,4.0,80000.0,1,9,0
31.0,0,3,98,8.0,120000.0,1,9,0
35.0,1,1,92,10.0,130000.0,1,3,0
27.0,0,1,55,2.0,50000.0,4,5,0
42.0,1,2,112,18.0,180000.0,2,6,1
29.0,0,1,33,3.0,60000.0,1,1,0
33.0,1,1,76,7.0,110000.0,0,1,0
24.0,0,0,100,0.0,25000.0,3,9,0
30.0,1,2,50,6.0,100000.0,3,9,0
26.0,0,1,108,3.0,55000.0,4,0,0
32.0,1,3,27,9.0,140000.0,3,1,0
22.0,0,0,95,0.0,25000.0,3,1,0
37.0,1,1,88,12.0,150000.0,3,8,0
38.0,0,2,75,14.0,170000.0,0,9,0
25.0,1,1,112,1.0,55000.0,0,1,0
29.0,0,1,74,4.0,65000.0,2,6,0
27.0,1,1,86,3.0,60000.0,4,0,0
34.0,0,3,97,10.0,150000.0,0,1,0
26.0,1,1,73,2.0,50000.0,0,9,0
31.0,0,2,51,7.0,120000.0,3,7,0
25.0,1,1,112,1.0,55000.0,2,9,0
29.0,0,1,74,4.0,65000.0,2,4,0
27.0,1,1,86,3.0,60000.0,1,3,0
34.0,0,3,97,10.0,150000.0,4,1,0
26.0,1,1,73,2.0,50000.0,2,9,0
31.0,0,2,51,7.0,120000.0,0,2,0
23.0,1,1,112,1.0,60000.0,0,1,0
39.0,0,2,76,12.0,150000.0,0,2,0
28.0,1,1,50,4.0,80000.0,2,9,0
31.0,0,3,98,8.0,120000.0,1,3,0
35.0,1,1,92,10.0,130000.0,3,1,0
27.0,0,1,55,2.0,50000.0,3,1,0
42.0,1,2,112,18.0,180000.0,3,1,1
29.0,0,1,33,3.0,60000.0,4,5,0
33.0,1,1,76,7.0,110000.0,1,1,0
24.0,0,0,100,0.0,25000.0,1,3,0
30.0,1,2,50,6.0,100000.0,2,9,0
26.0,0,1,108,3.0,55000.0,4,0,0
32.0,1,3,27,9.0,140000.0,4,1,0
22.0,0,0,95,0.0,25000.0,3,9,0
37.0,1,1,88,12.0,150000.0,1,1,0
38.0,0,2,75,14.0,170000.0,1,3,0
25.0,1,1,112,1.0,55000.0,3,7,0
29.0,0,1,74,4.0,65000.0,1,3,0
27.0,1,1,86,3.0,60000.0,2,6,0
34.0,0,3,97,10.0,150000.0,2,9,0
26.0,1,1,73,2.0,50000.0,0,2,0
31.0,0,2,51,7.0,120000.0,1,1,0
25.0,1,1,112,1.0,55000.0,0,2,0
29.0,0,1,74,4.0,65000.0,0,9,0
27.0,1,1,86,3.0,60000.0,4,0,0
34.0,0,3,97,10.0,150000.0,4,1,0
26.0,1,1,73,2.0,50000.0,3,9,0
31.0,0,2,51,7.0,120000.0,0,9,0
23.0,1,1,112,1.0,60000.0,0,2,0
39.0,0,2,76,12.0,150000.0,2,4,0
28.0,1,1,50,4.0,80000.0,2,6,0
31.0,0,3,98,8.0,120000.0,2,9,0
35.0,1,1,92,10.0,130000.0,4,9,0
27.0,0,1,55,2.0,50000.0,2,6,0
42.0,1,2,112,18.0,180000.0,1,1,1
29.0,0,1,33,3.0,60000.0,1,1,0
33.0,1,1,76,7.0,110000.0,1,3,0
24.0,0,0,100,0.0,25000.0,4,5,0
30.0,1,2,50,6.0,100000.0,1,3,0
26.0,0,1,108,3.0,55000.0,0,1,0
32.0,1,3,27,9.0,140000.0,1,9,0
22.0,0,0,95,0.0,25000.0,4,9,0
37.0,1,1,88,12.0,150000.0,4,1,0
38.0,0,2,75,14.0,170000.0,0,9,0
25.0,1,1,112,1.0,55000.0,2,4,0
29.0,0,1,74,4.0,65000.0,1,1,0
27.0,1,1,86,3.0,60000.0,2,6,0
34.0,0,3,97,10.0,150000.0,3,8,0
26.0,1,1,73,2.0,50000.0,3,1,0
31.0,0,2,51,7.0,120000.0,4,1,0
25.0,1,1,112,1.0,55000.0,2,4,0
29.0,0,1,74,4.0,65000.0,2,6,0
27.0,1,1,86,3.0,60000.0,3,1,0
34.0,0,3,97,10.0,150000.0,2,6,0
26.0,1,1,73,2.0,50000.0,3,8,0
31.0,0,2,51,7.0,120000.0,1,3,0
23.0,1,1,112,1.0,60000.0,4,5,0
39.0,0,2,76,12.0,150000.0,3,1,0
28.0,1,1,50,4.0,80000.0,2,6,0
31.0,0,3,98,8.0,120000.0,0,1,0
35.0,1,1,92,10.0,130000.0,2,9,0
27.0,0,1,55,2.0,50000.0,4,5,0
42.0,1,2,112,18.0,180000.0,4,1,1
29.0,0,1,33,3.0,60000.0,3,8,0
33.0,1,1,76,7.0,110000.0,4,1,0
24.0,0,0,100,0.0,25000.0,1,9,0
30.0,1,2,50,6.0,100000.0,0,2,0
26.0,0,1,108,3.0,55000.0,1,9,0
32.0,1,3,27,9.0,140000.0,2,4,0
22.0,0,0,95,0.0,25000.0,1,1,0
37.0,1,1,88,12.0,150000.0,4,9,0
38.0,0,2,75,14.0,170000.0,4,5,0
25.0,1,1,112,1.0,55000.0,4,0,0
29.0,0,1,74,4.0,65000.0,3,8,0
27.0,1,1,86,3.0,60000.0,3,8,0
34.0,0,3,97,10.0,150000.0,3,7,0
26.0,1,1,73,2.0,50000.0,1,1,0
31.0,0,2,51,7.0,120000.0,2,9,0
25.0,1,1,112,1.0,55000.0,2,6,0
29.0,0,1,74,4.0,65000.0,4,5,0
27.0,1,1,86,3.0,60000.0,0,2,0
34.0,0,3,97,10.0,150000.0,4,1,0
26.0,1,1,73,2.0,50000.0,3,9,0
31.0,0,2,51,7.0,120000.0,1,3,0
23.0,1,1,112,1.0,60000.0,2,4,0
39.0,0,2,76,12.0,150000.0,4,1,0
28.0,1,1,50,4.0,80000.0,1,3,0
31.0,0,3,98,8.0,120000.0,1,1,0
35.0,1,1,92,10.0,130000.0,0,2,0
27.0,0,1,55,2.0,50000.0,3,1,0
42.0,1,2,112,18.0,180000.0,3,7,1
29.0,0,1,33,3.0,60000.0,1,9,0
33.0,1,1,76,7.0,110000.0,0,1,0
24.0,0,0,100,0.0,25000.0,1,1,0
30.0,1,2,50,6.0,100000.0,0,1,0
28.0,1,1,112,3.0,85000.0,1,1,0
36.0,0,2,75,11.0,160000.0,2,9,0
25.0,1,1,50,1.0,55000.0,4,5,0
29.0,0,3,27,5.0,100000.0,2,6,0
33.0,1,1,92,8.0,120000.0,1,1,0
27.0,0,1,55,2.0,50000.0,3,8,0
43.0,1,2,112,19.0,185000.0,3,8,1
30.0,0,1,33,4.0,65000.0,0,2,0
34.0,1,1,76,9.0,130000.0,2,6,0
25.0,0,0,100,0.0,25000.0,1,9,0
31.0,1,2,50,6.0,100000.0,2,4,0
27.0,0,1,108,3.0,55000.0,1,3,0
33.0,1,3,98,10.0,150000.0,0,9,0
23.0,0,0,95,0.0,25000.0,0,2,0
38.0,1,1,88,13.0,160000.0,0,1,0
39.0,0,2,76,14.0,170000.0,1,3,0
26.0,1,1,112,1.0,55000.0,0,1,0
30.0,0,1,74,4.0,65000.0,1,9,0
28.0,1,1,86,3.0,60000.0,3,9,0
35.0,0,3,97,11.0,160000.0,3,8,0
27.0,1,1,73,2.0,50000.0,3,9,0
32.0,0,2,51,8.0,120000.0,3,8,0
26.0,1,1,112,1.0,55000.0,2,9,0
30.0,0,1,74,4.0,65000.0,1,3,0
28.0,1,1,86,3.0,60000.0,4,0,0
35.0,0,3,97,11.0,160000.0,1,3,0
27.0,1,1,73,2.0,50000.0,2,4,0
32.0,0,2,51,8.0,120000.0,0,2,0
28.0,1,1,112,3.0,85000.0,3,8,0
36.0,0,2,75,11.0,160000.0,4,9,0
25.0,1,1,50,1.0,55000.0,1,9,0
29.0,0,3,27,5.0,100000.0,4,0,0
33.0,1,1,92,8.0,120000.0,0,1,0
27.0,0,1,55,2.0,50000.0,2,4,0
43.0,1,2,112,19.0,185000.0,3,7,1
30.0,0,1,33,4.0,65000.0,2,4,0
34.0,1,1,76,9.0,130000.0,3,1,0
25.0,0,0,100,0.0,25000.0,0,1,0
31.0,1,2,50,6.0,100000.0,0,9,0
27.0,0,1,108,3.0,55000.0,4,5,0
33.0,1,3,98,10.0,150000.0,2,9,0
23.0,0,0,95,0.0,25000.0,3,9,0
38.0,1,1,88,13.0,160000.0,1,1,0
39.0,0,2,76,14.0,170000.0,0,9,0
26.0,1,1,112,1.0,55000.0,1,1,0
30.0,0,1,74,4.0,65000.0,2,6,0
28.0,1,1,86,3.0,60000.0,3,8,0
35.0,0,3,97,11.0,160000.0,3,8,0
27.0,1,1,73,2.0,50000.0,4,5,0
32.0,0,2,51,8.0,120000.0,0,2,0
26.0,1,1,112,1.0,55000.0,2,9,0
30.0,0,1,74,4.0,65000.0,1,9,0
28.0,1,1,86,3.0,60000.0,3,9,0
35.0,0,3,97,11.0,160000.0,2,4,0
27.0,1,1,73,2.0,50000.0,4,1,0
32.0,0,2,51,8.0,120000.0,3,8,0
28.0,1,1,112,3.0,85000.0,1,1,0
36.0,0,2,75,11.0,160000.0,1,3,0
25.0,1,1,50,1.0,55000.0,4,0,0
29.0,0,3,27,5.0,100000.0,4,0,0
33.0,1,1,92,8.0,120000.0,1,9,0
27.0,0,1,55,2.0,50000.0,1,1,0
43.0,1,2,112,19.0,185000.0,2,4,1
30.0,0,1,33,4.0,65000.0,0,2,0
34.0,1,1,76,9.0,130000.0,1,1,0
25.0,0,0,100,0.0,25000.0,4,0,0
31.0,1,2,50,6.0,100000.0,2,4,0
27.0,0,1,108,3.0,55000.0,2,4,0
33.0,1,3,98,10.0,150000.0,1,3,0
23.0,0,0,95,0.0,25000.0,2,9,0
38.0,1,1,88,13.0,160000.0,0,2,0
39.0,0,2,76,14.0,170000.0,4,1,0
26.0,1,1,112,1.0,55000.0,4,9,0
30.0,0,1,74,4.0,65000.0,3,8,0
28.0,1,1,86,3.0,60000.0,3,7,0
35.0,0,3,97,11.0,160000.0,4,0,0
27.0,1,1,73,2.0,50000.0,3,9,0
32.0,0,2,51,8.0,120000.0,3,7,0
26.0,1,1,112,1.0,55000.0,4,5,0
30.0,0,1,74,4.0,65000.0,0,9,0
28.0,1,1,86,3.0,60000.0,3,9,0
35.0,0,3,97,11.0,160000.0,3,8,0
27.0,1,1,73,2.0,50000.0,0,1,0
32.0,0,2,51,8.0,120000.0,4,9,0
28.0,1,1,112,3.0,85000.0,4,1,0
36.0,0,2,75,11.0,160000.0,2,9,0
25.0,1,1,50,1.0,55000.0,1,1,0
29.0,0,3,27,5.0,100000.0,4,5,0
33.0,1,1,92,8.0,120000.0,4,9,0
27.0,0,1,55,2.0,50000.0,4,5,0
43.0,1,2,112,19.0,185000.0,2,9,1
30.0,0,1,33,4.0,65000.0,2,9,0
34.0,1,1,76,9.0,130000.0,2,6,0
25.0,0,0,100,0.0,25000.0,1,3,0
31.0,1,2,50,6.0,100000.0,0,2,0
27.0,0,1,108,3.0,55000.0,4,0,0
33.0,1,3,98,10.0,150000.0,4,9,0
23.0,0,0,95,0.0,25000.0,2,4,0
38.0,1,1,88,13.0,160000.0,2,6,0
39.0,0,2,76,14.0,170000.0,1,3,0
26.0,1,1,112,1.0,55000.0,3,8,0
30.0,0,1,74,4.0,65000.0,4,1,0
28.0,1,1,86,3.0,60000.0,4,1,0
35.0,0,3,97,11.0,160000.0,0,1,0
27.0,1,1,73,2.0,50000.0,0,2,0
32.0,0,2,51,8.0,120000.0,0,9,0
26.0,1,1,112,1.0,55000.0,0,2,0
30.0,0,1,74,4.0,65000.0,3,9,0
28.0,1,1,86,3.0,60000.0,1,3,0
35.0,0,3,97,11.0,160000.0,1,9,0
27.0,1,1,73,2.0,50000.0,0,9,0
32.0,0,2,51,8.0,120000.0,3,7,0
28.0,1,1,112,3.0,85000.0,1,1,0
36.0,0,2,75,11.0,160000.0,0,2,0
25.0,1,1,50,1.0,55000.0,0,1,0
29.0,0,3,27,5.0,100000.0,4,1,0
33.0,1,1,92,8.0,120000.0,3,7,0
27.0,0,1,55,2.0,50000.0,0,9,0
43.0,1,2,112,19.0,185000.0,1,1,1
30.0,0,1,33,4.0,65000.0,2,6,0
34.0,1,1,76,9.0,130000.0,0,1,0
25.0,0,0,100,0.0,25000.0,4,1,0
31.0,1,2,50,6.0,100000.0,3,8,0
27.0,0,1,108,3.0,55000.0,1,3,0
33.0,1,3,98,10.0,150000.0,2,9,0
27.0,1,1,112,3.0,85000.0,3,1,0
35.0,0,2,75,11.0,160000.0,1,1,0
24.0,1,1,50,1.0,55000.0,3,9,0
28.0,0,3,27,5.0,100000.0,4,1,0
32.0,1,1,92,8.0,120000.0,4,0,0
26.0,0,1,55,2.0,50000.0,4,5,0
41.0,1,2,112,19.0,185000.0,2,9,1
29.0,0,1,33,4.0,65000.0,1,9,0
33.0,1,1,76,9.0,130000.0,4,0,0
24.0,0,0,100,0.0,25000.0,1,3,0
30.0,1,2,50,6.0,100000.0,3,8,0
26.0,0,1,108,3.0,55000.0,4,0,0
32.0,1,3,98,10.0,150000.0,0,1,0
22.0,0,0,95,0.0,25000.0,1,3,0
37.0,1,1,88,13.0,160000.0,3,1,0
38.0,0,2,76,14.0,170000.0,0,2,0
27.0,1,1,112,1.0,55000.0,3,1,0
31.0,0,1,74,4.0,65000.0,0,1,0
29.0,1,1,86,3.0,60000.0,2,4,0
34.0,0,3,97,11.0,160000.0,2,6,0
26.0,1,1,73,2.0,50000.0,1,1,0
31.0,0,2,51,8.0,120000.0,1,9,0
27.0,1,1,112,1.0,55000.0,3,1,0
31.0,0,1,74,4.0,65000.0,4,1,0
29.0,1,1,86,3.0,60000.0,0,1,0
34.0,0,3,97,11.0,160000.0,0,9,0
26.0,1,1,73,2.0,50000.0,2,4,0
31.0,0,2,51,8.0,120000.0,1,3,0
27.0,1,1,112,3.0,85000.0,2,9,0
35.0,0,2,75,11.0,160000.0,2,9,0
24.0,1,1,50,1.0,55000.0,4,9,0
28.0,0,3,27,5.0,100000.0,3,1,0
32.0,1,1,92,8.0,120000.0,0,1,0
26.0,0,1,55,2.0,50000.0,0,1,0
41.0,1,2,112,19.0,185000.0,0,9,1
29.0,0,1,33,4.0,65000.0,2,4,0
33.0,1,1,76,9.0,130000.0,1,3,0
24.0,0,0,100,0.0,25000.0,3,1,0
30.0,1,2,50,6.0,100000.0,0,1,0
26.0,0,1,108,3.0,55000.0,3,1,0
32.0,1,3,98,10.0,150000.0,4,5,0
22.0,0,0,95,0.0,25000.0,3,1,0
37.0,1,1,88,13.0,160000.0,1,3,0
38.0,0,2,76,14.0,170000.0,1,1,0
27.0,1,1,112,1.0,55000.0,2,9,0
31.0,0,1,74,4.0,65000.0,0,2,0
29.0,1,1,86,3.0,60000.0,3,8,0
34.0,0,3,97,11.0,160000.0,2,9,0
26.0,1,1,73,2.0,50000.0,4,9,0
31.0,0,2,51,8.0,120000.0,0,1,0
27.0,1,1,112,1.0,55000.0,2,9,0
31.0,0,1,74,4.0,65000.0,2,6,0
29.0,1,1,86,3.0,60000.0,2,4,0
34.0,0,3,97,11.0,160000.0,0,1,0
26.0,1,1,73,2.0,50000.0,3,1,0
31.0,0,2,51,8.0,120000.0,3,9,0
27.0,1,1,112,3.0,85000.0,2,9,0
35.0,0,2,75,11.0,160000.0,4,9,0
24.0,1,1,50,1.0,55000.0,3,9,0
28.0,0,3,27,5.0,100000.0,2,9,0
32.0,1,1,92,8.0,120000.0,2,4,0
26.0,0,1,55,2.0,50000.0,1,3,0
41.0,1,2,112,19.0,185000.0,1,1,1
29.0,0,1,33,4.0,65000.0,2,6,0
33.0,1,1,76,9.0,130000.0,3,1,0
24.0,0,0,100,0.0,25000.0,1,3,0
30.0,1,2,50,6.0,100000.0,0,9,0
26.0,0,1,108,3.0,55000.0,1,9,0
32.0,1,3,98,10.0,150000.0,4,5,0
22.0,0,0,95,0.0,25000.0,1,1,0
37.0,1,1,88,13.0,160000.0,3,7,0
38.0,0,2,76,14.0,170000.0,0,1,0
27.0,1,1,112,1.0,55000.0,1,1,0
31.0,0,1,74,4.0,65000.0,1,1,0
29.0,1,1,86,3.0,60000.0,0,2,0
34.0,0,3,97,11.0,160000.0,1,9,0
26.0,1,1,73,2.0,50000.0,4,5,0
31.0,0,2,51,8.0,120000.0,0,1,0
27.0,1,1,112,1.0,55000.0,0,1,0
31.0,0,1,74,4.0,65000.0,3,1,0
29.0,1,1,86,3.0,60000.0,3,7,0
34.0,0,3,97,11.0,160000.0,4,5,0
26.0,1,1,73,2.0,50000.0,4,1,0
31.0,0,2,51,8.0,120000.0,0,2,0
27.0,1,1,112,3.0,85000.0,0,9,0
35.0,0,2,75,11.0,160000.0,3,9,0
24.0,1,1,50,1.0,55000.0,3,7,0
28.0,0,3,27,5.0,100000.0,3,9,0
32.0,1,1,92,8.0,120000.0,0,9,0
26.0,0,1,55,2.0,50000.0,0,2,0
41.0,1,2,112,19.0,185000.0,0,1,1
29.0,0,1,33,4.0,65000.0,0,2,0
33.0,1,1,76,9.0,130000.0,1,9,0
24.0,0,0,100,0.0,25000.0,1,1,0
30.0,1,2,50,6.0,100000.0,2,6,0
26.0,0,1,108,3.0,55000.0,2,9,0
32.0,1,3,98,10.0,150000.0,1,3,0
22.0,0,0,95,0.0,25000.0,0,2,0
37.0,1,1,88,13.0,160000.0,3,8,0
38.0,0,2,76,14.0,170000.0,3,9,0
27.0,1,1,112,1.0,55000.0,0,1,0
31.0,0,1,74,4.0,65000.0,2,4,0
29.0,1,1,86,3.0,60000.0,4,5,0
34.0,0,3,97,11.0,160000.0,0,2,0
26.0,1,1,73,2.0,50000.0,3,7,0
31.0,0,2,51,8.0,120000.0,3,1,0
27.0,1,1,112,1.0,55000.0,4,0,0
31.0,0,1,74,4.0,65000.0,4,5,0
29.0,1,1,86,3.0,60000.0,4,1,0
34.0,0,3,97,11.0,160000.0,1,3,0
26.0,1,1,73,2.0,50000.0,3,1,0
31.0,0,2,51,8.0,120000.0,4,1,0
27.0,1,1,112,3.0,85000.0,2,4,0
35.0,0,2,75,11.0,160000.0,1,3,0
24.0,1,1,50,1.0,55000.0,3,7,0
28.0,0,3,27,5.0,100000.0,3,9,0
32.0,1,1,92,8.0,120000.0,0,1,0
26.0,0,1,55,2.0,50000.0,2,4,0
41.0,1,2,112,19.0,185000.0,4,5,1
29.0,0,1,33,4.0,65000.0,1,3,0
33.0,1,1,76,9.0,130000.0,0,9,0
24.0,0,0,100,0.0,25000.0,4,9,0
30.0,1,2,50,6.0,100000.0,4,9,0
26.0,0,1,107,7.0,100000.0,4,0,0
31.0,1,1,112,7.0,120000.0,0,9,0
26.0,0,1,55,2.0,50000.0,4,9,0
33.0,1,2,76,9.0,130000.0,4,9,0
29.0,0,0,20,3.0,35000.0,3,8,0
36.0,1,3,98,13.0,160000.0,3,9,0
27.0,0,1,74,2.0,50000.0,2,6,0
31.0,1,1,92,6.0,100000.0,4,9,0
28.0,0,2,50,4.0,80000.0,3,8,0
25.0,1,1,112,1.0,60000.0,1,1,0
30.0,0,1,103,5.0,90000.0,4,1,0
34.0,1,3,97,11.0,170000.0,3,7,0
28.0,0,1,73,3.0,60000.0,1,9,0
32.0,1,1,88,7.0,120000.0,1,3,0
24.0,0,0,95,0.0,25000.0,0,2,0
37.0,1,2,75,14.0,180000.0,1,3,0
39.0,0,1,51,16.0,200000.0,0,1,0
26.0,1,1,86,2.0,50000.0,0,2,0
31.0,0,3,27,8.0,140000.0,0,9,0
29.0,1,1,73,4.0,70000.0,0,9,0
33.0,0,2,76,9.0,130000.0,2,9,0
27.0,1,1,112,3.0,80000.0,2,6,0
36.0,0,3,98,12.0,160000.0,3,7,0
25.0,1,1,88,1.0,55000.0,4,1,0
30.0,0,1,74,5.0,85000.0,4,0,0
34.0,1,3,97,11.0,170000.0,4,1,0
28.0,0,1,73,3.0,60000.0,1,3,0
32.0,1,1,88,7.0,120000.0,2,6,0
24.0,0,0,95,0.0,25000.0,0,1,0
37.0,1,2,75,14.0,180000.0,0,9,0
39.0,0,1,51,16.0,200000.0,4,9,0
26.0,1,1,86,2.0,50000.0,4,1,0
31.0,0,3,27,8.0,140000.0,2,9,0
29.0,1,1,73,4.0,70000.0,2,9,0
33.0,0,2,76,9.0,130000.0,1,3,0
27.0,1,1,112,3.0,80000.0,4,9,0
36.0,0,3,98,12.0,160000.0,4,9,0
25.0,1,1,88,1.0,55000.0,2,6,0
30.0,0,1,74,5.0,85000.0,1,3,0
34.0,1,3,97,11.0,170000.0,1,3,0
28.0,0,1,73,3.0,60000.0,3,7,0
32.0,1,1,88,7.0,120000.0,2,4,0
24.0,0,0,95,0.0,25000.0,0,1,0
37.0,1,2,75,14.0,180000.0,2,4,0
39.0,0,1,51,16.0,200000.0,2,6,0
26.0,1,1,86,2.0,50000.0,0,1,0
31.0,0,3,27,8.0,140000.0,1,3,0
29.0,1,1,73,4.0,70000.0,3,9,0
33.0,0,2,76,9.0,130000.0,4,9,0
27.0,1,1,112,3.0,80000.0,2,9,0
36.0,0,3,98,12.0,160000.0,2,6,0
25.0,1,1,88,1.0,55000.0,2,4,0
30.0,0,1,74,5.0,85000.0,1,9,0
34.0,1,3,97,11.0,170000.0,2,9,0
28.0,0,1,73,3.0,60000.0,0,2,0
32.0,1,1,88,7.0,120000.0,0,9,0
24.0,0,0,95,0.0,25000.0,2,6,0
37.0,1,2,75,14.0,180000.0,3,9,0
39.0,0,1,51,16.0,200000.0,0,9,0
26.0,1,1,86,2.0,50000.0,0,9,0
31.0,0,3,27,8.0,140000.0,3,8,0
29.0,1,1,73,4.0,70000.0,3,9,0
33.0,0,2,76,9.0,130000.0,2,6,0
27.0,1,1,112,3.0,80000.0,1,1,0
36.0,0,3,98,12.0,160000.0,3,9,0
25.0,1,1,88,1.0,55000.0,2,4,0
30.0,0,1,74,5.0,85000.0,3,1,0
